,global_route_id,itineraries,mode_name,real_time_route_id,route_color,route_long_name,route_network_id,route_network_name,route_short_name,route_text_color,route_type,sorting_key,tts_long_name,tts_short_name,time
0,BBB:14413,"[{'branch_code': '', 'direction_headsign': 'UCLA', 'direction_id': 0, 'headsign': 'UCLA', 'merged_headsign': 'UCLA', 'schedule_items': [{'departure_time': 1684469160, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903272', 'scheduled_departure_time': 1684469160, 'trip_search_key': 'BBB:42200741:9:2:0', 'wheelchair_accessible': 1}, {'departure_time': 1684555560, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903272', 'scheduled_departure_time': 1684555560, 'trip_search_key': 'BBB:42200741:9:3:0', 'wheelchair_accessible': 1}, {'departure_time': 1684601100, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903136', 'scheduled_departure_time': 1684601100, 'trip_search_key': 'BBB:42200741:9:4:0', 'wheelchair_accessible': 1}]}]",Bus,3605,00549e,Wilshire Blvd / UCLA,Big Blue Bus|Los Angeles,Big Blue Bus,2,ffffff,3,2,Wilshire Blvd / UCLA,2,2023-05-18 09:00:01.417830
1,BBB:82618,"[{'branch_code': '', 'direction_headsign': 'UCLA', 'direction_id': 0, 'headsign': 'UCLA', 'merged_headsign': 'UCLA', 'schedule_items': [{'departure_time': 1684426182, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905205', 'scheduled_departure_time': 1684426200, 'trip_search_key': 'BBB:42200741:41:2:9', 'wheelchair_accessible': 1}, {'departure_time': 1684427137, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905208', 'scheduled_departure_time': 1684427100, 'trip_search_key': 'BBB:42200741:41:2:10', 'wheelchair_accessible': 1}, {'departure_time': 1684427768, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905206', 'scheduled_departure_time': 1684427760, 'trip_search_key': 'BBB:42200741:41:2:11', 'wheelchair_accessible': 1}]}]",Bus,3618,00549e,Culver City Station - UCLA,Big Blue Bus|Los Angeles,Big Blue Bus,17,ffffff,3,17,Culver City Station - UCLA,17,2023-05-18 09:00:01.417830
2,BBB:69580,"[{'branch_code': '', 'direction_headsign': 'UCLA', 'direction_id': 0, 'headsign': 'UCLA', 'merged_headsign': 'UCLA', 'schedule_items': [{'departure_time': 1684426420, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905384', 'scheduled_departure_time': 1684426380, 'trip_search_key': 'BBB:42200741:43:2:3', 'wheelchair_accessible': 1}, {'departure_time': 1684428017, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905385', 'scheduled_departure_time': 1684428120, 'trip_search_key': 'BBB:42200741:43:2:4', 'wheelchair_accessible': 1}, {'departure_time': 1684429695, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905386', 'scheduled_departure_time': 1684429980, 'trip_search_key': 'BBB:42200741:43:2:5', 'wheelchair_accessible': 1}]}]",Bus,3619,00549e,UCLA - Marina Del Rey,Big Blue Bus|Los Angeles,Big Blue Bus,18,ffffff,3,18,UCLA - Marina Del Rey,18,2023-05-18 09:00:01.417830
0,BBB:14413,"[{'branch_code': '', 'direction_headsign': 'UCLA', 'direction_id': 0, 'headsign': 'UCLA', 'merged_headsign': 'UCLA', 'schedule_items': [{'departure_time': 1684469160, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903272', 'scheduled_departure_time': 1684469160, 'trip_search_key': 'BBB:42200741:9:2:0', 'wheelchair_accessible': 1}, {'departure_time': 1684555560, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903272', 'scheduled_departure_time': 1684555560, 'trip_search_key': 'BBB:42200741:9:3:0', 'wheelchair_accessible': 1}, {'departure_time': 1684601100, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903136', 'scheduled_departure_time': 1684601100, 'trip_search_key': 'BBB:42200741:9:4:0', 'wheelchair_accessible': 1}]}]",Bus,3605,00549e,Wilshire Blvd / UCLA,Big Blue Bus|Los Angeles,Big Blue Bus,2,ffffff,3,2,Wilshire Blvd / UCLA,2,2023-05-18 09:10:32.952980
1,BBB:69580,"[{'branch_code': '', 'direction_headsign': 'UCLA', 'direction_id': 0, 'headsign': 'UCLA', 'merged_headsign': 'UCLA', 'schedule_items': [{'departure_time': 1684426507, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905384', 'scheduled_departure_time': 1684426380, 'trip_search_key': 'BBB:42200741:43:2:3', 'wheelchair_accessible': 1}, {'departure_time': 1684428017, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905385', 'scheduled_departure_time': 1684428120, 'trip_search_key': 'BBB:42200741:43:2:4', 'wheelchair_accessible': 1}, {'departure_time': 1684429792, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905386', 'scheduled_departure_time': 1684429980, 'trip_search_key': 'BBB:42200741:43:2:5', 'wheelchair_accessible': 1}]}]",Bus,3619,00549e,UCLA - Marina Del Rey,Big Blue Bus|Los Angeles,Big Blue Bus,18,ffffff,3,18,UCLA - Marina Del Rey,18,2023-05-18 09:10:32.952980
2,BBB:82618,"[{'branch_code': '', 'direction_headsign': 'UCLA', 'direction_id': 0, 'headsign': 'UCLA', 'merged_headsign': 'UCLA', 'schedule_items': [{'departure_time': 1684427084, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905208', 'scheduled_departure_time': 1684427100, 'trip_search_key': 'BBB:42200741:41:2:10', 'wheelchair_accessible': 1}, {'departure_time': 1684427768, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905206', 'scheduled_departure_time': 1684427760, 'trip_search_key': 'BBB:42200741:41:2:11', 'wheelchair_accessible': 1}, {'departure_time': 1684428626, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905192', 'scheduled_departure_time': 1684428660, 'trip_search_key': 'BBB:42200741:41:2:12', 'wheelchair_accessible': 1}]}]",Bus,3618,00549e,Culver City Station - UCLA,Big Blue Bus|Los Angeles,Big Blue Bus,17,ffffff,3,17,Culver City Station - UCLA,17,2023-05-18 09:10:32.952980
0,BBB:14413,"[{'branch_code': '', 'direction_headsign': 'UCLA', 'direction_id': 0, 'headsign': 'UCLA', 'merged_headsign': 'UCLA', 'schedule_items': [{'departure_time': 1684469160, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903272', 'scheduled_departure_time': 1684469160, 'trip_search_key': 'BBB:42200741:9:2:0', 'wheelchair_accessible': 1}, {'departure_time': 1684555560, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903272', 'scheduled_departure_time': 1684555560, 'trip_search_key': 'BBB:42200741:9:3:0', 'wheelchair_accessible': 1}, {'departure_time': 1684601100, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903136', 'scheduled_departure_time': 1684601100, 'trip_search_key': 'BBB:42200741:9:4:0', 'wheelchair_accessible': 1}]}]",Bus,3605,00549e,Wilshire Blvd / UCLA,Big Blue Bus|Los Angeles,Big Blue Bus,2,ffffff,3,2,Wilshire Blvd / UCLA,2,2023-05-18 09:21:04.250914
1,BBB:82618,"[{'branch_code': '', 'direction_headsign': 'UCLA', 'direction_id': 0, 'headsign': 'UCLA', 'merged_headsign': 'UCLA', 'schedule_items': [{'departure_time': 1684427100, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905208', 'scheduled_departure_time': 1684427100, 'trip_search_key': 'BBB:42200741:41:2:10', 'wheelchair_accessible': 1}, {'departure_time': 1684427768, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905206', 'scheduled_departure_time': 1684427760, 'trip_search_key': 'BBB:42200741:41:2:11', 'wheelchair_accessible': 1}, {'departure_time': 1684428626, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905192', 'scheduled_departure_time': 1684428660, 'trip_search_key': 'BBB:42200741:41:2:12', 'wheelchair_accessible': 1}]}]",Bus,3618,00549e,Culver City Station - UCLA,Big Blue Bus|Los Angeles,Big Blue Bus,17,ffffff,3,17,Culver City Station - UCLA,17,2023-05-18 09:21:04.250914
2,BBB:69580,"[{'branch_code': '', 'direction_headsign': 'UCLA', 'direction_id': 0, 'headsign': 'UCLA', 'merged_headsign': 'UCLA', 'schedule_items': [{'departure_time': 1684428020, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905385', 'scheduled_departure_time': 1684428120, 'trip_search_key': 'BBB:42200741:43:2:4', 'wheelchair_accessible': 1}, {'departure_time': 1684429763, 'is_cancelled': False, 'is_real_time': True, 'rt_trip_id': '905386', 'scheduled_departure_time': 1684429980, 'trip_search_key': 'BBB:42200741:43:2:5', 'wheelchair_accessible': 1}, {'departure_time': 1684431336, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '905387', 'scheduled_departure_time': 1684431420, 'trip_search_key': 'BBB:42200741:43:2:6', 'wheelchair_accessible': 1}]}]",Bus,3619,00549e,UCLA - Marina Del Rey,Big Blue Bus|Los Angeles,Big Blue Bus,18,ffffff,3,18,UCLA - Marina Del Rey,18,2023-05-18 09:21:04.250914
0,BBB:14413,"[{'branch_code': '', 'direction_headsign': 'UCLA', 'direction_id': 0, 'headsign': 'UCLA', 'merged_headsign': 'UCLA', 'schedule_items': [{'departure_time': 1684469160, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903272', 'scheduled_departure_time': 1684469160, 'trip_search_key': 'BBB:42200741:9:2:0', 'wheelchair_accessible': 1}, {'departure_time': 1684555560, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903272', 'scheduled_departure_time': 1684555560, 'trip_search_key': 'BBB:42200741:9:3:0', 'wheelchair_accessible': 1}, {'departure_time': 1684601100, 'is_cancelled': False, 'is_real_time': False, 'rt_trip_id': '903136', 'scheduled_departure_time': 1684601100, 'trip_search_key': 'BBB:42200741:9:4:0', 'wheelchair_accessible': 1}]}]",Bus,3605,00549e,Wilshire Blvd / UCLA,Big Blue Bus|Los Angeles,Big Blue Bus,2,ffffff,3,2,Wilshire Blvd / UCLA,2,2023-05-18 09:31:35.641942
